user_id,product_id,product_name,rating,votes,helpful_votes,ID
941,29404,Savage Beauty : The Life of Edna St. Vincent Millay,5,20,18,318165
1911,210694,Conspiracy,5,6,6,99825
1273,114065,"Harry Potter and the Chamber of Secrets, Braille Edition",5,3,3,87489
577,60656,How to Win Friends & Influence People,5,70,16,75544
846,155485,Home Alone 3 - Dubbed in Spanish,4,1,0,218217
1281,61595,A Stained White Radiance,4,13,13,547601
577,36976,Strong Women and Men Beat Arthritis,5,20,17,287721
286,42757,"Mrs. Pollifax, Innocent Tourist (Mrs. Pollifax Mysteries (Paperback))",4,1,1,516486
1023,153798,The Great Escape,5,1,0,418541
228,156512,Oklahoma! (Widescreen Edition),4,25,25,602419
1234,195178,The End of the Innocence,5,19,18,56146
107,213993,The Lord of the Rings - The Fellowship of the Ring (Special Extended Edition),5,13,6,705629
846,214524,Death to Smoochy (Widescreen Edition),1,7,0,292991
981,9255,"A Portrait of the Artist as a Young Man : Text, Criticism, and Notes (Viking Critical Library)",5,8,1,180894
1003,63191,Midnight's Children (Everyman's Library (Cloth)),5,10,10,413957
1753,61006,COMEDY OF ERRORS,5,3,1,681339
1596,58542,On Politics and the Art of Acting,3,2,0,138652
1329,62694,Wild Beasts and Idle Humours: The Insanity Defense from Antiquity to the Present,3,6,4,569402
271,94370,A Deepness in the Sky : A Novel (Zones of Thought),5,4,2,145384
1704,174867,David Helfgott Plays Rachmaninov,1,22,17,54690
1730,80550,American Pie - Unrated Edition (Special Edition),5,0,0,95388
648,42896,Native Tongue,3,7,6,694151
534,201723,Superman - The Movie (Special Edition),3,11,1,400616
1573,210918,One Night in America,5,15,12,197756
1273,109590,Coolidge,5,1,1,319346
805,157618,Blue Submarine No. 6 - Blues (Vol. 1),5,1,0,560939
1664,35291,The Hobbit (Illustrated Edition),5,3,2,533602
1231,200827,Book of Shadows - Blair Witch 2,5,1,0,610966
228,213947,E.T. The Extra-Terrestrial,5,12,8,137418
776,219140,Birdland,5,3,3,263997
817,76772,You're Gonna Love This College Guide,5,21,18,724255
339,193367,Fight Club,4,0,0,164665
1753,85402,F. Scott Fitzgerald's the Great Gatsby (Bloom's Notes),5,5,3,662223
1863,207403,Fortune Cookies,5,8,8,606807
28,204935,Willy Wonka & the Chocolate Factory (Special Full Screen Edition),5,3,3,505346
1329,127242,The Ice Master,4,2,2,123755
169,176173,Faustmusik,5,0,0,70949
727,59823,Angel Eyes (Amos Walker Mysteries),4,2,2,622260
1892,120604,Dead Run,5,27,23,533658
727,54400,Shark Trouble : True Stories About Sharks and the Sea by the author of Jaws,2,5,4,365956
244,39358,Slaughterhouse-Five,5,3,2,460019
228,192838,Almost Famous,4,5,5,296923
75,168594,Slow Turning,5,1,1,61835
1351,150450,What About Bob?,5,0,0,590043
286,41175,Where Echoes Live,3,0,0,240607
28,1705,The Horse and His Boy (rpkg) (Narnia),4,6,5,4117
385,77406,Photoshop 6 for Windows Bible,5,5,4,472816
1753,52113,Crime and Punishment (Crime & Punishment),5,11,9,731740
500,202594,Full Metal Jacket,5,8,6,671738
647,31800,Lily's Crossing (Newbery Honor Book),5,3,3,632435
1863,215377,Insomnia (Full Screen Edition),5,0,0,219151
727,186709,The Byrds - Greatest Hits,4,6,5,6252
1329,85430,John Knowles's a Separate Peace (Bloom's Modern Critical Interpretations),5,2,2,195282
941,31346,The House of Seven Mabels,2,3,2,666230
1559,189344,Scooby-Doo and the Witch's Ghost,5,4,1,215222
1260,13645,Titus Andronicus (Oxford World's Classics),3,3,1,610669
1863,182832,Opera,4,1,1,680914
1107,43197,The Shining,5,0,0,58295
1908,213889,Music in High Places - Alanis Morissette Live in the Navajo Nation,5,4,3,61599
1561,41334,Genius: A Mosaic of One Hundred Exemplary Creative Minds,4,28,27,247682
228,153977,Romeo and Juliet (Widescreen Edition),5,3,3,210213
1281,3792,The Hellbound Heart,5,6,6,644180
12,127331,The Lord of the Rings and The Hobbit,5,4,3,24732
1753,91415,A Confederacy of Dunces,5,8,5,471971
1596,216438,The Crocodile Hunter - Collision Course,4,3,1,213558
1234,114339,Flannery O'Connor : Collected Works : Wise Blood / A Good Man Is Hard to Find / The Violent Bear It Away / Everything that Rises Must Converge / Essays & Letters (Library of America),5,44,39,215078
1337,171989,Time to Say Goodbye,4,17,15,585423
1988,96221,Too Funny to Be President,5,7,7,285638
163,217158,What's Going On [Bonus Tracks],5,3,1,642403
214,216228,Casino Royale [Original Soundtrack],5,0,0,10057
54,190091,Labyrinth,4,2,1,632563
856,33633,Fallam's Secret: A Novel,2,4,4,175727
1990,214546,Martian Successor Nadesico - The Complete Chronicles,5,3,1,613333
776,205038,Modernday Folklore,4,0,0,395534
305,5010,Stuart Little,5,2,2,657791
214,8616,UNIX Network Programming,5,11,11,223166
1892,23935,The Dangerous Husband : A Novel,3,17,15,39042
1561,214662,Definitive Art Tatum,5,8,6,564612
228,85526,Braveheart (Widescreen Edition),5,20,13,541083
951,121148,Trailblazing: The True Story of America's First Openly Gay Track Coach,4,0,0,319973
1596,213709,Star Warp'd,4,7,7,559911
1753,139442,What's So Great About America (New Millennium Audio),5,6,3,598994
228,205645,Planet of the Apes,3,3,1,183146
727,58704,The Talisman,2,8,1,237729
226,215956,Solaris - Criterion Collection,5,5,4,592041
228,157883,Silent Shakespeare,3,17,16,26068
1596,203189,V - The Original TV Miniseries,4,1,0,443152
1596,78613,"Bell, Book and Candle",4,0,0,259855
1940,56743,The Clan of the Cave Bear,5,3,3,252950
385,202309,The Ghost,5,3,2,97847
339,213095,The Time Machine,4,13,10,388011
214,76252,The Purpose Driven Life: What on Earth Am I Here For?,4,16,2,682575
1744,25019,"A History of God: The 4,000-Year Quest of Judaism, Christianity and Islam",4,23,10,66702
339,204206,Minority Report (Widescreen Edition),4,0,0,323488
1956,64692,Anna Karenina (Modern Library Classics),5,12,11,333714
805,181105,Vol. 3-Classic Alternatives,5,0,0,171056
52,215063,Neil Young & Crazy Horse - Rust Never Sleeps - The Concert Film,5,18,17,89260
678,206915,Monty Python and the Holy Grail (Special Edition),5,2,2,100010
54,84972,Chariots of Fire (Full Screen Edition),4,5,0,331107
1892,56910,God Save the Sweet Potato Queens,4,37,35,207491
934,2298,City of the Beasts (Large Print),2,5,3,311730
1744,44413,Alice's Adventures in Wonderland and Through the Looking Glass,5,2,2,462217
1678,2227,A Taste of Reality : A Novel,4,1,1,177611
893,149684,Rebecca,5,3,3,543953
52,177494,Harvest Storm,5,9,9,8832
575,200923,Being There,5,1,0,247491
409,51447,Scarlet Feather,5,16,15,687489
1357,192374,American Pie (Widescreen Unrated Collector's Edition),4,4,4,320458
1630,74304,"Now, Discover Your Strengths",4,16,5,365392
1940,120169,White Oleander,5,0,0,76705
1753,48204,This Side of Paradise (Dover Thrift Editions),5,0,0,287273
981,148534,A Reader's Guide to Japanese Literature,5,2,1,503537
934,23881,"3rd Degree (Patterson, James  (Large Print))",5,1,1,495913
1260,94618,The Picture of Dorian Gray (Tor Classics),5,4,3,92850
678,177001,Lost Horizon,4,3,1,273030
223,157474,The Addams Family,5,2,0,111869
1911,207907,And Then There Were None,2,4,2,383554
169,172388,The Piper at the Gates of Dawn,5,0,0,398572
1963,123422,Knight: My Story,5,4,2,340612
1023,152635,Tunes of Glory,5,6,4,165708
575,156591,The Pink Panther,5,6,3,546488
951,78127,Hominids (Neanderthal Parallax),5,1,1,10575
678,80357,Fear and Loathing in Las Vegas,4,6,3,679604
1596,184840,Penny Serenade,5,7,7,555371
409,5756,A Theory of Relativity,3,22,21,158783
1613,65852,Watership Down (Scribner Classics),4,8,8,594190
339,192918,Shrek,5,1,0,621111
75,188861,Without Condition,5,0,0,438035
1956,19413,Where Is God When It Hurts?,5,61,58,560289
305,127171,"Emma (Classic, HighBridge)",3,0,0,743605
995,59311,The Millionaire Next Door,5,4,4,85442
167,196238,The Lost World - Jurassic Park (Widescreen Collector's Edition),3,1,0,349649
344,214986,Smash Hits [Bonus Tracks],1,7,2,614531
1150,204125,Riding in Cars with Boys (Special Edition),4,2,2,326386
93,196207,The Naked Gun - From the Files of Police Squad!,4,1,1,144576
337,121568,The Egyptian: A Novel,5,11,10,636639
1596,192959,Serendipity,3,0,0,168679
271,34229,Cosmic Dispatches: The New York Times Reports on Astronomy and Cosmology,4,0,0,421216
226,63685,Glory,4,1,0,559476
107,192528,Mystery Men,3,6,1,151644
1290,156340,The Pebble and the Penguin,5,3,2,42322
1357,54435,Drums of Autumn,3,8,5,616126
409,27923,Nancy Silverton's Sandwich Book : The Best Sandwiches Ever--from Thursday Nights at Campanile,4,31,27,80862
678,150201,Who'll Stop the Rain?,4,0,0,151989
1187,53139,The Partner,2,7,5,483140
169,161163,High Time Fiction,4,0,0,268469
1744,32391,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson",5,3,2,72203
1273,58826,Frankenstein (Whole Story),4,3,1,492653
1176,82510,"The Eternity Code (Artemis Fowl, Book 3)",4,1,0,15623
1847,54439,The Smoke Jumper,5,0,0,123939
846,189616,Jerry Seinfeld Live on Broadway: I'm Telling You for the Last Time,5,5,5,736736
1863,205893,Evidence of Things Not Seen,3,1,0,388485
1395,120463,"Dakota Home (Dakota Trilogy, Book 2)",5,13,13,569001
337,32693,English Passengers : A Novel,3,15,5,21741
52,21030,Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam,5,3,2,181133
340,51284,The Little Engine That Could,5,3,3,232081
339,28345,Anonymous Rex : A Detective Story,5,1,0,348976
1744,100729,"The First Measured Century : An Illustrated Guide to Trends in America, 1900-2000",5,0,0,513945
1231,171200,Songs You Know by Heart,5,2,1,608919
1744,25861,A World of Ideas : The Dictionary of Important Ideas and Thinkers,5,1,0,27606
339,208750,American Pie 2 (Widescreen Collector's Edition),4,1,1,146195
242,156474,WWE WrestleMania X - 10 Years In The Making,5,3,2,154160
1744,47913,The Raven and Other Favorite Poems (Dover Thrift Editions),5,0,0,388712
1023,197277,Rosemary's Baby - Commemorative Edition,5,1,1,573505
893,134333,Lord Foulgrin's Letters,4,10,5,630547
223,189657,Night of the Living Dead (30th Anniversary Edition),4,2,2,26601
1395,20977,Hard Eight (A Stephanie Plum Novel),5,2,1,299679
805,199067,Bubblegum Crisis Mega-Series,3,1,1,206525
1630,31558,Compassion : A Reflection on the Christian Life,5,6,6,19956
1176,75555,Non Campus Mentis: World History According to College Students,5,4,3,238733
1613,16173,"The Elements of Style, Fourth Edition",5,3,2,647734
1260,78456,My Best Friend's Wedding,4,6,4,21308
271,124546,Asteroids: A History,4,4,4,317589
339,121345,Comparative Indo-European Linguistics: An Introduction,5,12,10,421477
525,41406,Jack: Straight from the Gut,3,4,3,197755
1908,208712,M!ssundaztood,5,2,2,436946
